FEN,Next move
1n3br1/1bpk4/3p4/1P1P1Ppp/4q3/P1PN3P/1B1nB2K/RN5R b - - 1 25,e4e2
r1b1kbn1/2Bqp3/n1p3pr/3p1p1p/pP2P2P/P2P1NP1/R1p2P2/1N1QKB1R b Kq - 1 16,c2d1q
rn2q1nr/pbpp2pp/Qp3pk1/1Nb1p3/2P3P1/N2P4/PP2PPBP/R1B1K2R w KQ - 0 12,a6b7
r2qk1nr/pbpp1pb1/2n5/3Bp1p1/1P2P2p/P4Q1N/1B1P1PPP/RN2K2R w KQkq - 0 12,f3f7
1n2qn1r/rp1bpp1p/1kp3pb/p2p2P1/P2PPB1P/2NB1NQ1/1PP2P2/R4K1R w - - 7 19,f4c7
rnb1kb1r/1q2pp1p/pp4pn/2ppP3/P5P1/3P4/1PP2PBP/RNBQ1KNR w k d6 0 11,e5d6
rnbk1bnr/3ppq2/2p2ppp/1p2N1P1/p7/2NP1P2/P1P1P1RP/R2QKB2 w Q - 0 16,e5f7
rn1qkbn1/pppbp1pr/7p/5p2/1PP2P2/8/P2PP1PP/RNBK1BNR w q - 0 7,e2e3
rn1q1b1r/p3k1n1/bN4pp/2pp4/p2Pp3/1QP5/1P1BPp1P/RN1K1B1R b - - 0 20,a4b3
r2qkbnr/2p1p1p1/bpn2p2/QP1p4/2P1P1p1/P6P/R2P1PP1/1NB1KB1R b Kkq - 0 13,c6a5
r1bqkb1r/1ppp2p1/p3p3/3n4/P2P1NBP/2PP4/1P1Q1P1P/RNB1K1R1 b Qkq - 0 14,d8h4
1nb2k1r/7p/rp1p4/pq3ppP/2P5/B2PP1p1/P2K2B1/R5Nn w - - 0 22,c4b5
1r1qr2b/1pp4p/2n1p1k1/p5p1/1PN1Ppn1/7P/P1P1KPBR/1QB3N1 w - - 2 25,h3g4
rn1qk2r/p2bp1bp/1p1P2pB/2p2p2/6P1/Pp6/4PP1P/RN1QKBNR w KQkq - 0 11,h6g7
r1b2bnr/1ppkq1pp/p7/4pp1P/1P1P4/5PPN/PP1PR3/RNBQKB2 w Q - 2 14,d4e5
r1b1k1nr/p1p3p1/4P2p/1pP5/1n1p4/P4KPB/P2PP2P/R4QNR b - - 1 21,g8e7
rnb2b2/1q2kprp/pp3np1/1p2p1N1/1P1PpB1P/8/P1P2PK1/R2Q3R w - - 0 24,f4e5
rn2kbnr/p6p/b2p1pp1/P1p1p1N1/3RP2P/1PpPKR2/1BP1P1P1/4QB2 w - - 4 25,d4d6
rnq2bnr/1ppk1p1p/4pPp1/3p4/P1P1B3/P2P2PP/4PK2/RNBQ2NR b - - 0 14,d5e4
r4bnr/p3kq2/n2pppp1/2p2P1p/1P4PP/1b1PP1R1/PP1N4/R1B1K1N1 w - - 1 22,d2b3
1rbk2nr/4p1bp/4Bp2/p3P1pn/1pp3P1/qPN2P2/2PP2QP/RNBK2R1 b - - 0 24,a3a1
r1b1qb1r/pp1kpp1p/2p5/3pn1Bn/1P3P2/PQP5/3PPNPP/RN2KB1R w KQ - 3 17,f4e5
1nbqk1n1/5pr1/r2ppbp1/1p3P1p/1Qp1P1PP/2P1R3/PP1P3N/RNB1KB2 w Q - 0 15,g4g5
4kbr1/rq1npp1n/3p2pp/pbp5/1P1P3P/P1P1PPK1/2N3P1/R1BQ2NR b - - 0 22,b5a4
rnq1kbn1/1bpppp2/2N5/6pr/7p/3pP1P1/PP1P1P1P/1RB1K1NR w Kq - 0 11,g3g4
r1bqkbnr/pp2p1p1/2np4/1Pp2p1p/P1P5/2N4N/3PPPPP/R1BQKB1R w KQkq - 1 7,b5c6
r2k1bn1/1pp1nr2/2Pp3p/p4b2/1P1pB1p1/PQB4N/3N1P1P/R3K1Rq b Q - 2 24,f7f6
rnb3n1/k2pb1r1/1p3pqp/p1p1P1p1/P1Pp2PN/1P6/1R1P1PRP/2BQ2KN w - - 10 25,h4g6
1rb2bnr/6pp/3kpp2/1pp5/p1P1P1n1/P1K1RP2/RP1P2qP/1NBN4 w - - 8 24,b2b4
r1b2b2/1p3p1r/2kpqn2/p1n1p1pp/2PP2PP/PP3P2/3KN3/R2Q2NR b - - 7 23,h5g4
r1bqkbn1/pp1pp1p1/5prB/2p1n2p/3N4/NP1P3P/P1P1PPP1/R2QKB1R w KQq - 7 8,d4e6
r1bq1b2/ppppk3/5prn/2n3pp/1PQ5/4PPP1/P1PP2BP/1RB2KNR w - - 2 13,b4c5
rnbqk2r/p4p1p/1p3n1b/2ppp1p1/5BP1/N1QP4/PPP1PP1P/R3KBNR b KQkq - 1 8,d5d4
rn3br1/p2ppkpp/b1p2p1n/q7/1p3P2/P1P1P3/1PNPQ1PP/R1B1K1NR w KQ - 1 12,c3c4
2b1k1nr/rppp1ppB/n3p3/p7/6Pq/b2P1P2/PPP1P2P/R1BQ1KNR b k - 2 8,a3c5
rnb1kbnr/p1ppq2p/4pp2/1p4p1/P3N3/RP4P1/2PPPP1P/2BQKBNR b Kkq - 0 6,b5b4
4kbnr/rp1qp2p/p1n5/8/P1p2pQ1/1P1Pp1PP/RBN2P2/3K2NR w k - 1 18,g4d7
1nk1Bb2/r1p2pr1/p1n1N3/2q1P2p/3P2P1/7P/PP3K1P/1RB3NR w - - 1 23,e6c5
2bqk1n1/rBpn4/3p3r/PpP1pp1p/5pP1/PRNP4/4P2P/2BQK1bR w K - 2 17,h1g1
Rnb2b1r/2qknpp1/1pp1pP1Q/1B1p4/4P1P1/3P4/1BP2N1R/1N2K3 w - - 1 26,h6h8
rq2kb1r/1b1pnp1p/1p6/p3p1P1/1PP1P2p/8/N1PPQPR1/R3KBN1 b Qq - 2 19,a5b4
r1bqkb1r/p1p4p/1n1Q4/1Pn3p1/3Pp3/1P2KP2/P5PP/RN3B1R w q - 0 21,d6d8
rnb1q2r/p1pppkbp/1p3p2/P7/1N3Np1/R5n1/1PPPPP1P/2BQKBR1 w - - 4 13,a3g3
r1b2bnr/4pk2/n4qp1/1ppp3p/p1PP2pP/PPN1PN2/4BP1R/1RBQK3 w - - 1 15,f3g5
r1b1qb1r/pppkpp1p/3p1n2/4n1N1/P4P2/6K1/1PPPP2P/RNBQ1BR1 w - - 2 10,f4e5
1rq1kbn1/1ppn2p1/p2p3r/3p3P/1P3pP1/3b4/P1PNPP1R/RQ2KBN1 w Q - 0 18,e2d3
2bqkbr1/4ppp1/rNnp4/3B3p/ppPN1P2/4P2P/PP1P4/R1BQK2R b KQ - 0 20,c6d4
rnbqkbnr/1pp1p1pp/p4p2/8/QP6/2p1PP1P/P2P2P1/RNB1KBNR b KQkq - 1 6,c8d7
rnb1k1nr/pppp2p1/B3p3/5P1p/7q/b3P2P/PPPP1P2/RNBQK1NR w KQkq - 0 6,a6e2
rnbqkb1r/2pppp1p/1p5n/pN4p1/2P5/1P5N/P2PPPPP/R1BQKBR1 b Qkq - 1 6,c7c6
r1bqkbnr/ppp2p1p/3pp1p1/n7/7N/4PP2/PPPP1KPP/RNBQ1B1R w kq - 2 6,g2g3
rn1q2nr/p1pp2kp/b2b1p2/1p2pPp1/2PP4/1Q3NP1/PP2P2P/R1B1KBNR b KQ - 0 11,b5c4
r2k2r1/1bqn1p1p/2pp2p1/p3pNb1/PP1PP3/2p2B2/1B3P1P/RQ3KNR b - - 1 20,c3b2
1nbq1k1r/4r3/pp2pnP1/2pp3p/2PP1pP1/BP5R/PQ2PP1N/RN2KB2 w Q - 0 20,b1c3
r2knb1r/p3p2p/2P2p2/3B2P1/2Pp4/1P1nB3/2RKQ3/1N5R w - - 0 23,e3d4
1r1q1bnr/2pkp3/2npb1pp/pp2Pp2/1PBN4/5P1P/P1PPK1P1/R1BQ2NR b - - 0 13,c6d4
r1bqk1nr/1ppp4/2n1p2p/p4p2/6p1/1PNP2PP/PbPKPP2/2RQ1BNR b kq - 0 10,d8e7
1n2kb1r/r4pp1/2b1p3/pppP3p/4p1n1/B1N2PPP/P3K1B1/1R4NR w k - 0 17,d5c6
rn3b2/pq2kp1r/1ppppnp1/1N2PP1p/3P3P/BP6/P1P3P1/RQN1KR2 b Q - 0 16,c6b5
r1b2bn1/4k1pr/7p/pppp1p2/PP1B2P1/7P/2PPP2R/RNQ1KBN1 w - - 0 20,d4c5
1rb2b1r/4k1p1/1Q1p3n/pnP2p1p/P2Pp2P/1P1p2P1/2NK1P2/1RB2BNR b - - 0 22,b8b6
3q1b1r/1bpQpk2/r5p1/p1n2p1p/3P1P1P/N1P1PnP1/PP1B1N2/R2K1BR1 b - - 2 19,c5d7
r3kbn1/p2n1pr1/b2pp3/1ppP1PPp/NPq3P1/7B/P1P1PR2/R1BQK1N1 w q - 0 19,d5e6
2bqkb1r/rpppppp1/5n1p/pP6/8/N1P1n1PB/PB1P1P1P/R1Q1K1NR w KQk - 1 14,f2e3
r1bqk1nr/pppp3p/2nbppp1/8/P7/2P3PN/1P1PPP1P/RNBQ1K1R b kq - 3 7,d6f8
rn1k1QnR/2qb2b1/p1ppp3/8/2p3P1/N6N/PP1PPP2/R1B1KB2 b Q - 4 14,g7f8
1nb1kbn1/2pp1p2/r1B3p1/1P2pq1r/p3P2p/P2PQ3/1B2NPPP/RN3K1R b - - 0 20,f5g5
r1b2knr/ppp2pb1/2q1p1pp/n2p4/P7/N2P4/1PPKPPPP/R1BQ1BNR w - - 2 11,c2c3
rn1qkbn1/2pppppr/Q7/7p/8/3PBb2/PPP1PPPP/RN2KBNR b KQq - 0 8,b8a6
r1bq1bnr/2pppk1p/5pp1/pp6/6n1/N2P1P1K/PPP1P1PP/R2QBBNR w - - 6 9,h3g4
rnbq1b1r/1pppk1pN/p3p2n/5p2/2PP4/P7/RP1BPPPP/1N1QKB1R b K - 0 8,h6f7
1n2kb1r/rpq2p1p/p2pp2n/2p3p1/3P2b1/N1P1P1P1/PP1K1P1P/R1B1QBNR b k - 2 12,c7c6
r1bqkbnr/1ppp2pp/p1n5/5p2/5p2/BP1P3P/P1P1PKP1/RN1Q1BNR b kq - 0 6,d8h4
r1b4r/pp1p4/n1pbkp2/3nP1p1/6P1/BPP2B1P/P2P4/R1QKN1q1 b - - 0 22,d6e5
r3k1nr/p4ppq/1pnpb2p/8/2PPpP2/PP2B1bP/4P1K1/RN3BNR w kq - 3 19,g2g3
rn1qkr2/Bb1ppp1p/2p4b/1p2P2n/P4PpP/R1PP3R/1P1QB1P1/1N2K1N1 w q - 4 20,e2g4
1rbqkb1r/pp1pppp1/5n2/6Bp/1np1P2P/3P1N2/PPP2PP1/RN1QKBR1 b Qk - 0 8,c4d3
r1bq1bnr/p2k4/2n4p/PPp1pp2/1P2p1PP/6P1/1BQP4/RN2KBNR b K - 1 16,c6b4
1rbqkbnr/1ppppp1p/6p1/p1P5/8/B6P/P1PPPPP1/RN1QKBNR w KQk - 0 6,b1c3
r1b1kb2/2p1n3/pp1p1Qp1/n7/2B1PP2/Pq1P2pP/2PNR3/R1B1K1N1 w q - 0 20,f6f7
1rbk3r/ppp2pp1/4pn2/PN5p/Q1pb1P1q/4P1R1/3P2PP/2B1KBNR b K - 3 18,f6d5
2bq1bnr/4k2p/n3p1p1/1ppp3B/2r2p1P/1PN1P2Q/R1PP1PP1/2B1K1NR w - - 2 16,b3c4
1r3k1r/pp1b2pp/n3Q3/3p3P/1bp2pn1/BPPPPN2/P2KP1PR/1R3B2 b - - 1 19,d7e6
r1bqk1r1/pp1np1bp/n2p2p1/8/3pP3/P6P/1PPKN1P1/RNB1QBR1 w q - 0 13,d2d1
rn1qkbn1/ppp2p1r/8/3pp1pp/1PPP4/P3B1PN/4PP1R/RN1QKB2 b Qq - 0 10,g5g4
rn1qk1r1/p1p1ppb1/5np1/3p2Bp/Pp1P3P/1RP2PPR/1P2P3/1N1QKBN1 w q - 1 11,c3b4
r2qk1r1/p2p1ppp/b1nbp2n/1pp1P3/1P4P1/B2P3P/P1P1KP2/R2Q1BNR w q - 0 12,e5d6
4kbr1/6pp/r1pP1B1P/P7/3PN2P/1b4P1/P3P1BR/R2QK3 b Q - 0 25,b3d1
5qnr/p1pkrp2/1p1pb1pb/2n1P2p/5B2/NP4P1/P1PKPPBP/R2QN2R w - - 12 14,e5d6
3rk2r/p1pb1ppN/7p/1PPppn2/3PP3/1P4Rq/5PP1/1NB1KBR1 b k - 0 25,h3h4
2r2b2/3kppr1/pP1Bn3/3p2pp/P1p5/5P1P/Q1PPNKB1/RN5R b - - 0 25,e7d6
r1bk4/ppp2p2/5b2/3qB1pp/Pn1N3P/1P2P3/N1PP1nP1/R2QKBR1 w Q - 3 21,e5f6
r2q1b1r/1pp2ppp/2k1p2n/p2pn3/PPP3bP/2RP4/Q3PPP1/RNB1KBN1 b Q - 0 15,d5d4
rn3b1r/p1pq1k2/bp3Ppp/3ppPB1/8/NQPP4/PP2BK1P/1R4NR w - - 2 20,f5g6
2bq1bn1/rpppk1pr/n1B1p3/p6p/1P2p3/N2Q4/P1PPKPPP/R1B3NR w - - 10 14,c6e4
r2kqbnr/2p1pppp/pp1p4/1P6/P1b2P1P/6P1/2QNP3/RNBK1B1R b - - 0 13,a6b5
rn2qbnr/N2pp1pp/bp1k4/8/2pP2PP/4PQ2/1PP2PR1/R1B1KBN1 b Q - 1 14,a8a7
r1bqkb1r/2pp1ppp/2n4B/pp1n2Q1/3p3P/P6R/1PP1PPP1/RN2KBN1 b Qkq - 0 8,d5e7
1qb1k1r1/2rp3p/ppBbppp1/2p1nP2/PnPP2P1/BP5P/1R1NP2R/3QK1N1 b - - 5 23,e5c6
1n1qkb1r/1p2p1p1/1rpp3p/3P1p2/pP2n1b1/B1Q3P1/P1P1P1BP/RN1K2R1 w k - 2 19,g2e4
rnbqk1nr/1p1p2pp/3b4/p1p1pp2/P2P4/2P1P1PB/1P3P1P/RNBQK1NR b KQkq - 1 8,g8f6
rnbq3r/3pk1pp/pp3n1b/4p3/1pP1Pp2/NR1P1Q2/P4PPN/R1B1KB2 w Q - 0 14,a3c2
r1bqkb1r/1pp1pp1p/p2p4/4n1N1/1P3n2/2PPP3/P2QKPPP/RNB2B1R w kq - 3 9,e3f4
rn2k2r/2p1n3/b2pBb1p/pq4p1/1RP1p3/3QPPP1/1P2K2P/2B3NR b q - 1 25,e4d3
r1bqkbr1/pppppppp/2n2n2/4P2P/2P5/7N/PP1P1PP1/RNBQKB1R b KQq - 0 6,c6e5
r1b3nr/p1npbk2/4pppp/1pp3Q1/2B2P2/P1N1P3/1PPP2PP/1RB1K1NR w K - 5 13,g5g3
1rbqkb2/n2ppppr/1pp1P3/p7/6Pp/BPPN3P/P1QPBP2/R3K1Nn b Q - 1 16,d7e6
r1b1kbnr/p1pp2pp/2n1p3/1p2qp2/3P2P1/2Q4B/PPP1P2P/RNBK2NR w kq - 2 8,d4e5
2r1kb1B/pp2pp2/n1p1b3/1B4pp/1P1Pp1n1/5q1P/P1PNNP2/R3QK1R b - - 0 17,g4e3
rnbqkbnr/1p1pp3/p1p2p1p/6p1/8/3KPPPN/PPPP3P/RNB1QBR1 w kq - 0 9,d3e2
1Q4nr/p2bp1b1/3k4/1n1P1p1p/8/N3PpP1/P2P1K1P/2r2BNR b - - 3 25,d6d5
rnb3n1/1ppk2pr/3p3B/3Bpp1p/pQ2P1Pq/PR1P4/RPP1KP1b/1N6 w - - 0 22,d5g8
2bqk1r1/rpp2p1p/2P1p1pb/4n3/1P1p2P1/2P1P3/P2BNP1P/RNQ1KR2 b Q - 1 14,e5d3
rnb1kb1r/1p1ppp2/1qp3p1/pB5p/1P4P1/N3PN2/P1PP3P/R1BQKR2 w Qkq - 2 12,c1b2
rb1qkr2/n4p1p/1N3n2/p1pppbp1/2PP3Q/4PPPP/PP2K3/R1B2BNR b q - 6 19,g5h4
rnb3qr/pp2pk1p/6pb/1Pp2p2/2npNQP1/7N/PBP2P1P/3RKB1R w - - 6 19,f1c4
rnb1kb2/pp1ppp1p/1qr2P1n/6p1/2p3P1/PPP4B/RB1PP2P/1N1QK1NR w Kq - 2 11,b3c4
r1k2bn1/1p1nQ1r1/6p1/p1p1pp2/1qP1p1bP/2NB1P1N/PP1P3P/R1B2K1R b - - 1 22,g4h3
rn1q1knr/pb3B2/1pp3p1/3p1P1p/PP6/2N3P1/RBPP1P1P/3QK1NR b K - 0 14,f8f7
rnbqkb1r/p1ppppp1/1p5p/6n1/8/PP1PP2P/2PN1PP1/R1BQKBNR b KQkq - 2 6,c8b7
r1b1k2r/p2pb2N/2n2npp/8/2p3q1/PRP1B2p/2Q1PK1P/5NR1 w kq - 4 26,h7f6
rnb1kb1r/pp1pnpqp/4p1p1/2p5/1P3P2/4P3/P1PPBKPP/RNBQ2NR w kq - 3 7,c2c3
1nb2br1/rq3p2/p3kn2/1p1pp2Q/NPP1PPp1/6PP/PB1P2K1/R4BNR b - - 0 23,f6h5
r1bqkb1r/pp1p1p2/2N1pnp1/5n2/3P2pP/4P3/PPP1NP1R/R1BQKB2 b Qkq - 0 12,b7c6
rnq3nr/1bp1kp2/pp2p1pp/3p2b1/3PP1PP/N1P4R/PP1QNP2/1R2KB2 w - - 0 12,h4g5
1rq1k2r/p1p2b2/1pnp1p1b/3np1Np/2P1P1PP/PP1B4/3P1P2/RNBK1Q1R w k - 1 15,g5f7
r1bqkb1r/pp4pp/2p1pp1n/3p4/1n1P3P/N6R/PBP1PPP1/1R1QKBN1 b kq - 0 8,f8d6
rnbqk1nr/1p1p1pp1/2Q5/4p2p/pb2P3/1PPP1N2/P2B1PPP/RN2KB1R b KQkq - 0 10,d7c6
1n2kbr1/1rq1pp1p/p7/1pp1PP2/2p4p/NPB1K2P/P2P1P2/R3QB2 b - - 1 21,c7d7
rn1qkb1r/4pn2/p1p3pp/2PpP3/1P3NP1/2B5/P1QP1P1P/RN1bKR2 b Qkq - 0 16,d1c2
rn4N1/5k1r/p3b1p1/1pbppp1p/2P1P1QB/3q1P1P/PP4P1/RN2K1R1 b Q - 2 23,d3e3
rnbk1bnr/pppqppp1/8/7p/3pPPP1/5Q2/PPPP3P/RNB1KBNR b KQ - 1 6,h5g4
r2qkbnr/3npp1p/pNppb3/6p1/1p5N/PP1P4/1RP1PPPP/2BQKB1R b Kkq - 0 10,d8b6
1rb2qkr/p1pp3p/n1P1p1p1/1p3pn1/5PP1/PP1BPQ1P/4K3/RNB3NR w - - 1 16,f4g5
1q1rkb1r/4pppp/1pp1b3/pB1p1P1N/3P2n1/NP2P3/PBnK2PP/2RQ1R2 b - - 5 19,c2e3
2r1qkn1/1b4b1/1pp1ppp1/6pr/p1pPPP2/8/1PNB2PP/RQ2KB1R w - - 0 26,a1a4
rnbk3r/pp2bp1p/2q5/1Nppp1p1/1P2P2n/B4N1P/P1PP1PP1/2RQKB1R w K - 1 13,b4c5
1n1qkbn1/4pppr/rp1p3p/pN6/2p5/2P2bPB/PPQPPP1P/R1B1K2R w KQ - 0 13,e2f3
r1bqkr2/p1p2p2/3Pp3/3B2pQ/Pb5p/2NP4/2RP1PPP/4K1NR b Kq - 0 18,e6d5
r1b1kb1r/p1q1ppp1/1p1p1n1Q/n1p5/P2PN3/1P2P3/2P2PPP/RNB1KB1R b KQkq - 0 9,h8h6
r1bk2nr/bppp1p1p/n1q1p1p1/p4PP1/7N/6QP/PPPPP2K/RNB2B1R b - - 4 14,g6f5
r2qkb1r/ppp1pp1p/n5pn/3p1b2/PP5P/6P1/2PPPPBN/RNBQK2R w KQk - 5 8,c1b2
1r4nr/p1p3b1/2Pqpkpp/1R3p2/1P1p1PP1/B2P3N/1NPKP2P/2Q2B1R w - - 1 20,b5c5
1rb2b1r/3ppk1B/1pn4n/2p3P1/P1P3pp/BK2P2P/3PN1q1/R5NR b - - 2 21,h8h7
1rbq1bnr/p1pp1kp1/8/1pnp3p/P1P1N3/3B2PP/1P2NP2/R1BQK2R w KQ - 0 14,e4g5
rnbqkb1r/p2p1ppp/4p3/1pp4n/3N1B2/3P1N2/PPP1PPPP/R2QKB1R b KQkq - 1 6,h5f4
r1b2k1r/1pq1p2p/2n4b/p1pp1PpP/2P1n3/7Q/PP1PPP1R/1RB1KBN1 b - - 2 14,d5c4
r1bqkbnr/1ppnp2p/p2p4/5pp1/5B2/1PPP4/P2NPPPP/R2QKBNR w KQkq - 0 6,f4g5
rnb2k1r/p2p3p/2p1pq1n/1p4pP/1PP1Nbp1/P2PKN2/1R2P3/2BQ1B1R w - - 0 16,e3f2
r1b1k1nr/ppp5/n3p3/3p1pPp/P1P4N/1Pb1P3/3P1qPP/RNBK1B1R w kq - 0 13,b1c3
rnbq1bnr/1p1kp1p1/2p4p/3p1p2/8/B1p2N1P/P1PPPPPR/RQ1K1B2 w - - 0 9,f3e5
5bnr/2pkp2Q/3rb3/1p1p4/pP1n1p1P/P3P1P1/2PP1PB1/RNB1KR2 b Q - 1 17,h8h7
r5nr/pp1b2k1/n3pp1p/q7/P3P1NP/3pQP2/1R1b2B1/1NB1K2R w K - 0 26,c1d2
r1b1kbn1/n2p1p1r/pp6/1Qp3p1/R1P1p3/4B1N1/1P2PPPP/1N2KB1R b Kq - 6 15,a6b5
2bq1k2/2pnb1r1/5pp1/pp1Bp3/1P4pP/B1P4R/P1NPPn2/RQ2K3 w Q - 0 26,h3e3
r1bq1b1r/Np2kppp/3pp3/2p4P/P7/4P2B/1PPP4/R1BQ1KNR w - - 1 12,a7c8
r4knr/pp2ppbp/n1q5/3pP1p1/8/4Q1PN/PPbP1P1P/RNB1KR2 w Q - 3 16,d2d4
rnq2b1r/2Qb1k2/p3pB2/3P1p1p/1p2P2P/P2P1P1n/1PKN2P1/R4BNR b - - 0 21,c8c7
rn1qkb1r/pp2pppp/3p4/2P1n3/5PbP/5NP1/P1PPP3/RNBQKB1R w KQkq - 1 7,f4e5
2bqkb1r/r1pppp2/2n2npp/pp4P1/1P2P2P/7B/P1PP1P2/RNBQK1NR w KQk - 2 8,g5f6
rnb4r/3k2pP/p1p1p2n/1pbp1p2/P3N3/1P5P/2PNPP2/1RBQKB1R w K - 1 13,e4c5
1rbr4/pp1p1Nk1/2nb1p1p/2Q3p1/8/N1PPBP2/PP1KP1Pn/2R2BR1 b - - 0 21,d6c5
rn2qbnr/p1p1k1p1/4p1p1/2Pp2p1/PP1PP3/R1p4b/5PP1/1N1QK2R w K - 0 17,h1h3
1rb2kqr/pP1P1p2/Bp6/4P2p/P2P1n1P/5Np1/1bPQ2P1/R1BK3R b - - 2 24,c8d7
rnbqkb1r/p3pppp/1p5n/3p4/1PpP4/NQP5/P3PPPP/R1B1KBNR w KQkq - 1 6,b3b2
rn1k1b1r/3P3p/pp2pqp1/1Pp5/P3p1n1/6KN/3Pb2P/RN5R b - - 1 23,f6f3
1nbq3r/4kppp/rpppp2n/p7/PbPPP2P/2R5/1B1QNP2/RN2KB2 b Q - 1 12,h8e8
rnb1kbn1/p1q1p2r/1Ppp3p/RP6/3P1pp1/2P1B1PN/3NPP1P/3QKBR1 b q - 1 13,a7b6
r1bk3r/pppp4/7n/n1P1pp1p/Pb1P2p1/4P1PP/1PQ1KP1N/1RB2B1R w - - 4 16,c1d2
rn1qkbnr/1pp1p2p/4bp2/p2p2p1/4P1P1/PQP4N/1P1P1P1P/RNB1KB1R b KQkq - 0 7,b8c6
4kbr1/2q3pp/r1pp3n/p2N1p2/P1Ppn2P/1p1PPPPB/1P2K2R/R1B3N1 b - - 1 23,c6d5
r1bqkb1r/ppp1ppp1/2np1n2/Q6p/2PP2P1/8/PP1NPP1P/R1B1KBNR b KQkq - 1 6,c6a5
1r1qkbnr/1pnb3p/p2pp3/1P2N1P1/4P1p1/N1R5/P1PPBP2/R1BQK3 w Qk - 0 16,e2g4
r1bqkb1r/1p1Pp3/5npp/pnp2p2/P3NP2/BP6/2PP2PP/R2QKBNR b KQkq - 0 10,f6d7
rn2qkn1/pp3ppr/4b3/2p1b1Bp/2NP4/5NPP/PPP1PKR1/R4Q2 b - - 1 18,e5d4
r1bkrbn1/1p1B2p1/2n2pp1/p1p1P3/N7/1P1p1P2/P3P1KP/R1BQ2NR w - - 0 22,d7c6
1r1kn1nr/1p1b2b1/1Ppp1p1p/pR2p1q1/2PP4/4PPP1/P1Q4P/4KBNR w - - 0 26,f3f4
1n2kbn1/rb1pp3/4B1pr/ppp1Q1Pp/P2Pq3/RPP2p2/1B3P1P/1N3KNR b - - 0 20,e4b1
1rbqk1nr/1pQpb1pp/2p5/1n3p1P/1P1Np3/P3PN2/2PP1PP1/R1B1KB1R w KQk - 0 15,c7b8
rnb1kb1r/pp4pp/7n/3ppP2/P2pP3/1QP5/1P1P1R2/1RB1KBN1 b - - 3 22,d5e4
1nbqk1nr/1r3ppp/3pp3/1pp2P2/pP5b/N2PK2P/PBP1P1PR/R1Q2BN1 w k - 2 12,e3f3
r1b1kb2/pp1p1p1n/6p1/n1p1p2r/N1P1PPQp/PP1B2PN/6qP/R1B2K1R w q - 1 19,f1g2
1n2kbn1/p2pqp1r/bQ3p2/1pp5/4B1p1/N1P1p2P/PP3P2/R3K1NR w KQ - 1 18,b6b8
r1br4/p3bk2/1ppp3p/6pn/qP2n2P/2Q1P1P1/PB3P2/R2NKBNR w KQ - 1 24,c3d3
rn1q1bnr/pp1bkpp1/8/4p1Np/NPpp1P1P/8/PBPPP1P1/R1Q1KB1R w KQ - 0 10,a4c5
rn1k2nr/2p2B2/5p1p/p3q2P/5Pb1/1RPP2P1/1PQBP3/1N2K1R1 b - - 1 23,e5e2
rnb1kbn1/pp1p2pN/1q5p/4pp2/1P1pP3/2P5/P3BPPP/RNBQK1R1 w Qq - 1 14,h7f8
rnbqkbr1/pp2p1pp/2p4n/3p1p2/2P1N2P/1Q6/PP1PPPP1/R1B1KBNR w KQq - 0 6,e4g5
2r1kbnr/nq2pppp/p3B3/1ppp1b2/3P3P/PP2PPP1/RQ1B2R1/3K2N1 b k - 0 18,f5e6
rnbqkb1r/2p2p1p/p6n/p2pp1p1/3P2P1/8/1PPQPP1P/RNBK1BNR b kq - 1 8,h6g4
r5n1/2p1kp2/np6/pbp1P1p1/P3PP1b/3q4/1P2Q1PP/RNB2KNR b - - 1 20,d3d1
rnb1k2r/3nb3/6pp/p1p2p2/1P3P2/P2qP3/3P2PP/R1B1K1NR w Kkq - 0 22,g1f3
rnbq3r/pppp1kbp/7n/3P1p1P/P3p1p1/1PNNP1P1/R1PK1P2/3Q1BR1 b - - 0 21,e4d3
r1q1bbn1/p1n1p3/3pNpkP/3P3p/P2Q1P1P/2B5/2P1P2R/RN2KB2 w - - 1 25,d4g1
rq2kbn1/ppp3pr/2b4p/3P3P/5pB1/1PNR4/P2PKPn1/R1B3N1 b q - 5 19,c6d7
2b5/r4kbn/3pp1p1/pp2P1Q1/PP3p2/3P1P2/1PB3r1/RNB1KR2 b - - 2 25,h7g5
rn1qkb1r/1bpppppp/8/pp3n2/3PNP2/7N/PPP1P1PP/R1BQKB1R w KQkq - 2 6,e4c5
r1bqk1nr/pp1p1ppp/n1pb4/4p3/P3P1PP/N6N/1PPP1P1R/R1BQKB2 b Qkq - 0 8,d6c7
r1Bqkb1r/2p2p2/3p2p1/pp2pnn1/1P5p/P2PP2P/N1P2PP1/1RBQK1NR w kq - 3 15,c8b7
rnbqk2r/p3p1b1/2pp3p/2p2p2/2B3n1/4P2P/PPPP1P2/R1BQK1NR w KQkq - 0 12,h3g4
1nbqkbnr/2p1ppp1/7p/pp1p2r1/3P1B1P/1QP2P2/PP2P1P1/RN2KBNR b KQk - 1 8,g5f5
2bq1b1r/rppkpp1p/6p1/p1nN4/P7/3PPPP1/n1PK3P/RNBQ1B1R b - - 1 14,a2c1
r4k2/pb4r1/4pP2/2p1P2p/6P1/1PP2Q2/NB1Pp3/R3K3 w - - 0 26,f6g7
r1bqkbnr/p1p1p2p/3P1p2/npP3p1/8/3Q3P/PP1P1PP1/RNB1KBNR b KQ - 2 10,e7d6
